date;price;Class;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;sqft_above;sqft_basement;yr_built;yr_renovated;street;city;statezip;country
15/05/2014 0:00;190000;MC;3.0;1.0;1090;8520;1.0;0;0;3;1090;0;1967;2011;29611 21st Ave S;Federal Way;WA 98003;USA
6/05/2014 0:00;191000;MC;3.0;1.5;800;8850;1.0;0;0;4;800;0;1959;0;1003 SW 307th St;Federal Way;WA 98023;USA
12/05/2014 0:00;192000;MC;2.0;1.0;700;10540;1.0;0;0;3;700;0;1953;0;124 SW 185th St;Normandy Park;WA 98166;USA
20/05/2014 0:00;192500;MC;2.0;1.0;950;7692;1.0;0;0;3;950;0;1926;2003;12516 Military Rd S;Seattle;WA 98168;USA
20/05/2014 0:00;194000;MC;1.0;1.0;820;1060;1.0;0;0;3;760;60;2007;0;6017-6199 31st Ave SW;Seattle;WA 98126;USA
9/05/2014 0:00;195000;MC;2.0;1.0;720;18000;1.0;0;0;3;720;0;1950;2005;10614 57th Ave S;Seattle;WA 98178;USA
21/05/2014 0:00;195000;MC;3.0;1.75;1380;7350;1.0;0;0;3;990;390;1981;2013;18600-18698 SE 259th Pl;Covington;WA 98042;USA
21/05/2014 0:00;195000;MC;2.0;1.0;1080;3899;1.0;0;0;4;1080;0;1972;0;24807 10th Ave S;Des Moines;WA 98198;USA
25/05/2014 0:00;195000;MC;3.0;1.75;1570;8459;1.0;0;0;3;1570;0;1991;0;1168 Semanski St;Enumclaw;WA 98022;USA
6/05/2014 0:00;197000;MC;3.0;1.75;1690;7735;1.0;0;0;4;1060;630;1976;1992;30020 43rd Pl S;Auburn;WA 98001;USA
15/05/2014 0:00;197500;MC;3.0;1.0;980;3090;1.5;0;0;3;980;0;1903;2005;4531 S Lucile St;Seattle;WA 98118;USA
21/05/2014 0:00;199000;MC;4.0;2.0;2030;8120;2.0;0;0;3;2030;0;1950;2005;11226 57th Ave S;Seattle;WA 98178;USA
24/05/2014 0:00;199000;MC;2.0;1.0;720;7200;1.0;0;0;5;720;0;1943;0;3113 SE 6th St;Renton;WA 98058;USA
20/05/2014 0:00;200000;MC;3.0;1.0;1050;5000;1.0;0;0;4;1050;0;1967;0;602 Tacoma Ave NE;Renton;WA 98056;USA
23/05/2014 0:00;200000;MC;4.0;1.0;1350;11507;1.0;0;0;3;1350;0;1966;1963;19516-19598 108th Ave SE;Renton;WA 98055;USA
12/05/2014 0:00;201000;MC;3.0;1.0;1460;9750;1.0;0;0;4;1460;0;1969;0;30928 148th Ave SE;Kent;WA 98042;USA
9/05/2014 0:00;201500;MC;3.0;1.0;1160;8320;1.0;0;0;4;1160;0;1959;0;24345 35th Pl S;Kent;WA 98032;USA
15/05/2014 0:00;204700;MC;4.0;2.0;1670;9987;1.0;0;0;3;1670;0;1967;2011;29031 40th Ave S;Auburn;WA 98001;USA
8/05/2014 0:00;205000;MC;2.0;1.0;720;5040;1.0;0;0;3;720;0;1955;2005;8448 Delridge Way SW;Seattle;WA 98106;USA
16/05/2014 0:00;205000;MC;5.0;1.75;1730;5200;1.0;0;0;4;1050;680;1978;2000;26607 190th Ave SE;Covington;WA 98042;USA
5/05/2014 0:00;206000;MC;2.0;1.0;810;7158;1.0;0;0;5;810;0;1944;0;12807 7th Ave S;Burien;WA 98168;USA
20/05/2014 0:00;206000;MC;4.0;2.0;1700;6025;1.0;0;0;3;1700;0;1978;0;606 5th St SE;Auburn;WA 98002;USA
8/05/2014 0:00;207000;MC;3.0;1.0;1490;8995;1.0;0;0;4;1490;0;1954;1979;12612 23rd Ave S;Seattle;WA 98168;USA
7/05/2014 0:00;209950;MC;3.0;1.5;1380;11130;1.0;0;0;3;1380;0;1960;2012;32016 8th Ave S;Federal Way;WA 98003;USA
5/05/2014 0:00;210000;MC;5.0;2.0;2050;10200;1.0;0;0;3;1430;620;1956;2001;20927-20999 2nd Ave S;Des Moines;WA 98198;USA
12/05/2014 0:00;210000;MC;3.0;2.5;1040;2643;2.0;0;0;3;720;320;2004;2003;5145 S Roxbury St;Seattle;WA 98118;USA
19/05/2014 0:00;210000;MC;3.0;1.0;1080;21043;1.0;0;0;3;1080;0;1942;1999;5612 18th Ave SW;Seattle;WA 98106;USA
20/05/2014 0:00;210000;MC;4.0;1.75;2180;28710;1.0;0;0;3;1180;1000;1950;2005;21922 34th Ave S;SeaTac;WA 98198;USA
21/05/2014 0:00;210000;MC;3.0;1.0;1240;4842;1.0;0;0;4;1240;0;1916;0;9612-9618 Renton Ave S;Seattle;WA 98118;USA
28/05/2014 0:00;210000;MC;2.0;1.5;880;1157;2.0;0;0;3;880;0;2007;0;9413 34th Ave SW;Seattle;WA 98126;USA
29/05/2014 0:00;210000;MC;3.0;1.75;1590;7617;2.0;0;0;3;1590;0;1986;0;1626 S 245th Pl;Des Moines;WA 98198;USA
12/05/2014 0:00;211000;MC;3.0;1.5;1350;7620;1.0;0;0;5;1350;0;1941;0;16251 12th Ave SW;Burien;WA 98166;USA
9/05/2014 0:00;212000;MC;2.0;1.5;1020;1525;2.0;0;0;3;1020;0;2004;2003;10312 Linden Ave N;Seattle;WA 98133;USA
14/05/2014 0:00;215000;MC;2.0;1.0;1240;7200;1.0;0;0;3;1240;0;1967;2011;4036 S 119th St;Tukwila;WA 98168;USA
15/05/2014 0:00;215000;MC;3.0;1.0;1160;10384;1.0;0;0;4;1160;0;1969;0;26516 235th Ave SE;Maple Valley;WA 98038;USA
19/05/2014 0:00;215000;MC;2.0;2.25;1610;2040;2.0;0;0;4;1610;0;1979;0;2906 Kennewick Pl NE;Renton;WA 98056;USA
19/05/2014 0:00;215000;MC;3.0;1.0;970;7275;1.0;0;0;4;970;0;1970;0;11428 SE 225th St;Kent;WA 98031;USA
28/05/2014 0:00;215000;MC;2.0;1.0;1320;8865;1.0;0;0;4;1320;0;1943;0;2496-2598 S 121st St;Burien;WA 98168;USA
28/05/2014 0:00;215000;MC;3.0;1.75;1210;8075;1.0;0;0;4;1210;0;1983;0;127 Chicago Blvd S;Pacific;WA 98047;USA
6/05/2014 0:00;218000;MC;3.0;1.75;1850;7684;1.0;0;0;3;1320;530;1979;2014;33945 28th Pl SW;Federal Way;WA 98023;USA
21/05/2014 0:00;218000;MC;3.0;1.0;1020;7874;1.0;0;0;3;1020;0;1956;2001;9455 8th Ave SW;Seattle;WA 98106;USA
23/05/2014 0:00;218000;MC;3.0;1.0;960;9633;1.0;0;0;5;960;0;1982;0;506 Harmony Ln;Enumclaw;WA 98022;USA
6/05/2014 0:00;219000;MC;2.0;1.0;900;5160;1.0;0;0;3;900;0;1952;2008;8652 17th Ave SW;Seattle;WA 98106;USA
22/05/2014 0:00;219900;MC;3.0;1.0;910;6000;1.0;0;0;2;910;0;1956;0;303 SW 108th St;Seattle;WA 98146;USA
20/05/2014 0:00;219950;MC;3.0;1.5;1650;9936;1.0;0;0;3;1090;560;1967;2011;425 S 305th St;Federal Way;WA 98003;USA
5/05/2014 0:00;220000;MC;4.0;1.5;1240;9600;1.0;0;0;3;1240;0;1971;0;4924 SW 314th Pl;Federal Way;WA 98023;USA
21/05/2014 0:00;220000;MC;3.0;1.0;1060;9126;1.0;0;2;5;1060;0;1956;0;1122 Harding St;Enumclaw;WA 98022;USA
21/05/2014 0:00;220000;MC;4.0;2.5;2160;8005;2.0;0;0;3;2160;0;1993;0;767 Oakhurst Dr;Pacific;WA 98047;USA
14/05/2014 0:00;223000;MC;3.0;1.75;1340;7473;1.0;0;0;4;1340;0;1973;0;16 R Pl NE;Auburn;WA 98002;USA
28/05/2014 0:00;224000;MC;3.0;1.5;1560;7300;1.0;0;0;4;1040;520;1964;0;4205 S 288th Pl;Auburn;WA 98001;USA
9/05/2014 0:00;224500;MC;4.0;1.0;1430;8355;1.5;0;0;4;1430;0;1983;0;31714 125th Pl SE;Auburn;WA 98092;USA
9/05/2014 0:00;225000;MC;3.0;2.5;2000;9202;2.0;0;0;4;2000;0;1992;0;21227 SE 278th Way;Maple Valley;WA 98038;USA
12/05/2014 0:00;225000;MC;3.0;1.0;990;8012;1.0;0;0;4;990;0;1966;0;16411 120th Ave SE;Renton;WA 98058;USA
13/05/2014 0:00;225000;MC;3.0;1.5;1250;7500;1.0;0;0;3;1250;0;1967;2011;1405 E Maple St;Kent;WA 98030;USA
13/05/2014 0:00;225000;MC;4.0;1.5;1950;12559;1.5;0;0;3;1950;0;1939;1969;4030-4198 S 186th St;SeaTac;WA 98188;USA
13/05/2014 0:00;225000;MC;3.0;1.0;1040;6535;1.0;0;0;3;1040;0;1947;2012;12446 21st Ave S;Seattle;WA 98168;USA
13/05/2014 0:00;225000;MC;3.0;1.0;1660;7210;1.0;0;0;3;1100;560;1963;2008;29140 42nd Ave S;Auburn;WA 98001;USA
15/05/2014 0:00;225000;MC;3.0;2.0;1400;7384;1.0;0;0;3;1150;250;1979;2014;3311 SE 17th St;Renton;WA 98058;USA
21/05/2014 0:00;225000;MC;2.0;1.0;1396;111949;1.0;0;0;3;1396;0;1940;1997;24841 Redmond-Fall City Rd NE;Redmond;WA 98053;USA
23/05/2014 0:00;225000;MC;2.0;1.0;1300;11867;1.5;0;0;4;1300;0;1975;0;33023 SE 310th St;Ravensdale;WA 98051;USA
28/05/2014 0:00;225000;MC;3.0;2.0;2030;24829;1.0;0;0;4;1220;810;1979;0;36721 34th Ave S;Auburn;WA 98001;USA
28/05/2014 0:00;225000;MC;3.0;2.5;1680;6755;2.0;0;0;3;1680;0;1994;0;30410 128th Pl SE;Auburn;WA 98092;USA
7/05/2014 0:00;226500;MC;3.0;1.75;1640;10762;1.0;0;0;3;1130;510;1988;2000;27000-27080 201st Ave SE;Covington;WA 98042;USA
8/05/2014 0:00;228000;MC;4.0;1.75;2000;6120;1.0;0;0;3;1100;900;1965;1993;5933 S Eastwood Dr;Seattle;WA 98178;USA
8/05/2014 0:00;229000;MC;3.0;2.5;1190;3000;2.0;0;0;3;1190;0;2002;0;12227 47th Ave S;Tukwila;WA 98178;USA
7/05/2014 0:00;230000;MC;3.0;2.5;1920;9180;2.0;0;0;3;1920;0;1988;2000;206 Oakesdale Ave SW;Renton;WA 98057;USA
8/05/2014 0:00;230000;MC;3.0;1.75;950;6000;1.0;0;0;3;790;160;1939;1969;1237 S Sullivan St;Seattle;WA 98108;USA
8/05/2014 0:00;230000;MC;3.0;1.0;1390;16000;1.0;0;0;4;1390;0;1960;2001;322 9th Ave N;Algona;WA 98001;USA
13/05/2014 0:00;230000;MC;2.0;0.75;650;5360;1.0;0;0;4;650;0;1931;0;13540 Burke Ave N;Seattle;WA 98133;USA
21/05/2014 0:00;230000;MC;5.0;2.0;1930;6120;1.5;0;0;3;1930;0;1941;1969;10645 2nd Ave SW;Seattle;WA 98146;USA
29/05/2014 0:00;230000;MC;2.0;1.0;950;7560;1.0;0;0;3;950;0;1958;2004;17018 124th Ave SE;Renton;WA 98058;USA
29/05/2014 0:00;231000;MC;4.0;2.0;1530;6375;2.0;0;0;3;1530;0;1942;1983;14904 133rd Ave SE;Renton;WA 98058;USA
5/05/2014 0:00;232000;MC;2.0;1.0;1200;8063;1.0;0;0;4;1200;0;1958;1972;20220 8th Ave S;Des Moines;WA 98198;USA
6/05/2014 0:00;234000;MC;3.0;1.75;1490;8366;1.0;0;0;4;1010;480;1975;0;25305 151st Pl SE;Covington;WA 98042;USA
14/05/2014 0:00;234000;MC;4.0;2.0;1630;9010;1.0;0;0;4;1050;580;1975;0;10872 SE 318th Pl;Auburn;WA 98092;USA
9/05/2014 0:00;234950;MC;3.0;1.0;1360;9948;1.0;0;0;3;1360;0;1977;2004;21612 SE 290th Ct;Black Diamond;WA 98010;USA
2/05/2014 0:00;235000;MC;2.0;1.0;1210;9400;1.0;0;0;2;1210;0;1949;0;7542 21st Ave SW;Seattle;WA 98106;USA
8/05/2014 0:00;235000;MC;2.0;1.0;1270;3008;1.0;0;0;4;650;620;1923;0;4305 S Webster St;Seattle;WA 98118;USA
12/05/2014 0:00;235000;MC;1.0;1.0;810;2451;1.0;0;0;5;810;0;1941;0;9413 34th Ave SW;Seattle;WA 98126;USA
23/05/2014 0:00;235000;MC;4.0;2.5;1810;39639;1.0;0;0;3;1230;580;1970;2014;17421 SE Covington Sawyer Rd;Kent;WA 98042;USA
23/05/2014 0:00;235000;MC;2.0;1.0;1140;1730;1.5;0;0;3;1010;130;2007;0;3002 SW Cycle Ct;Seattle;WA 98126;USA
22/05/2014 0:00;235750;MC;2.0;1.0;740;11250;1.0;0;0;2;740;0;1938;0;11050 24th Pl SW;Seattle;WA 98146;USA
28/05/2014 0:00;236000;MC;4.0;2.25;1830;9485;1.0;0;0;4;1200;630;1989;0;4235 SW 337th Pl;Federal Way;WA 98023;USA
16/05/2014 0:00;238000;MC;3.0;2.0;1020;1204;2.0;0;0;3;720;300;2004;2003;3419 SW Morgan St;Seattle;WA 98126;USA
7/05/2014 0:00;239900;MC;3.0;2.0;1410;7566;1.0;0;0;3;1410;0;1985;0;11907 SE 261st Pl;Kent;WA 98030;USA
16/05/2014 0:00;239900;MC;4.0;2.25;1860;7000;1.0;0;0;3;1120;740;1979;2014;401 SW 322nd St;Federal Way;WA 98023;USA
13/05/2014 0:00;239950;MC;3.0;1.0;1900;33888;1.5;0;0;4;1900;0;1942;1982;36400-36452 51st Ave S;Auburn;WA 98001;USA
16/05/2014 0:00;239950;MC;5.0;1.0;1460;6032;2.0;0;0;4;1460;0;1941;1998;13012 41st Ave S;Tukwila;WA 98168;USA
15/05/2014 0:00;240000;MC;3.0;2.0;1400;6200;1.0;0;0;3;700;700;1948;1994;1610 N 185th St;Shoreline;WA 98133;USA
21/05/2014 0:00;240000;MC;2.0;1.75;1330;7200;1.0;0;0;3;1330;0;1993;0;17451 42nd Ln S;SeaTac;WA 98188;USA
19/05/2014 0:00;241000;MC;2.0;2.0;1470;3128;2.0;0;0;3;1470;0;2005;0;24023 SE 282nd St;Maple Valley;WA 98038;USA
28/05/2014 0:00;242000;MC;3.0;1.75;1310;9645;1.0;0;0;3;1310;0;1979;2014;21860 Military Rd S;SeaTac;WA 98198;USA
2/05/2014 0:00;242500;MC;3.0;1.5;1200;9720;1.0;0;0;4;1200;0;1965;0;14034 SE 201st St;Kent;WA 98042;USA
20/05/2014 0:00;243000;MC;2.0;1.0;1770;5522;1.5;0;0;4;960;810;1943;0;8040 S 118th St;Seattle;WA 98178;USA
23/05/2014 0:00;244000;MC;4.0;1.0;1450;8960;1.0;0;0;3;1450;0;1943;2002;1011 SW 118th St;Seattle;WA 98146;USA
27/05/2014 0:00;244000;MC;3.0;1.0;910;5250;1.0;0;0;4;910;0;1971;0;1256 SW 146th St;Burien;WA 98166;USA
28/05/2014 0:00;244615;MC;3.0;2.5;2060;4030;2.0;0;0;3;2060;0;1999;0;921 4th Ave N;Kent;WA 98032;USA
5/05/2014 0:00;245000;MC;3.0;1.75;1920;9306;1.0;0;0;3;1000;920;1984;0;30001-30021 55th Pl S;Auburn;WA 98001;USA
7/05/2014 0:00;245000;MC;3.0;1.5;1260;1270;2.0;0;0;3;1040;220;2005;0;11304 Corliss Ave N;Seattle;WA 98133;USA
8/05/2014 0:00;245000;MC;3.0;1.5;1260;7964;1.0;0;0;4;1260;0;1955;2009;168 S 192nd Pl;Des Moines;WA 98148;USA
13/05/2014 0:00;245000;MC;5.0;1.75;2020;7902;1.0;0;0;3;1220;800;1962;2003;10412 Aqua Way S;Seattle;WA 98168;USA
15/05/2014 0:00;245000;MC;3.0;1.75;1490;6930;1.0;0;0;4;1490;0;1990;0;12145 SE 260th Pl;Kent;WA 98030;USA
16/05/2014 0:00;245000;MC;2.0;1.0;870;6150;1.0;0;0;3;870;0;1941;1994;8627 9th Ave SW;Seattle;WA 98106;USA
22/05/2014 0:00;245000;MC;4.0;2.0;1580;8000;1.0;0;0;3;1040;540;1967;2011;2306 S 284th Pl;Federal Way;WA 98003;USA
24/05/2014 0:00;245000;MC;3.0;1.75;1260;6908;1.0;0;0;3;1260;0;1994;0;23221 SE 242nd St;Maple Valley;WA 98038;USA
28/05/2014 0:00;245100;MC;3.0;1.75;1300;7958;1.0;0;0;3;1300;0;1996;0;11022 SE 319th Ct;Auburn;WA 98092;USA
7/05/2014 0:00;246000;MC;3.0;1.0;1400;7410;1.0;0;0;3;1400;0;1944;0;624 SW 137th St;Burien;WA 98166;USA
8/05/2014 0:00;246000;MC;3.0;1.75;1390;7399;1.0;0;0;4;1390;0;1975;0;11921 SE 205th St;Kent;WA 98031;USA
21/05/2014 0:00;246000;MC;3.0;1.5;1780;23819;1.0;0;0;3;1780;0;1953;0;12432 16th Ave S;Seattle;WA 98168;USA
29/05/2014 0:00;246500;MC;3.0;1.5;1270;11600;1.0;0;0;4;1270;0;1964;0;10804 SE 218th St;Kent;WA 98031;USA
19/05/2014 0:00;247000;MC;3.0;2.25;1580;7941;2.0;0;0;4;1580;0;1986;0;1714 SW 354th Pl;Federal Way;WA 98023;USA
9/05/2014 0:00;248000;MC;4.0;3.0;2163;5883;2.0;0;0;3;2163;0;2006;0;429 Milwaukee Blvd S;Algona;WA 98001;USA
16/05/2014 0:00;248000;MC;4.0;3.5;1850;6519;2.0;0;0;3;1130;720;1986;0;1501-1515 SW 327th St;Federal Way;WA 98023;USA
7/05/2014 0:00;248500;MC;4.0;1.75;1720;10018;1.0;0;0;5;1720;0;1960;0;16635 SE 268th St;Covington;WA 98042;USA
7/05/2014 0:00;249000;MC;3.0;1.0;1110;8423;1.0;0;0;3;1110;0;1952;2008;14613 6th Ave SW;Burien;WA 98166;USA
16/05/2014 0:00;249000;MC;3.0;2.25;1440;7673;1.0;0;0;3;940;500;1982;0;22119 123rd Ave SE;Kent;WA 98031;USA
21/05/2014 0:00;249900;MC;2.0;1.0;1140;5500;1.0;0;0;3;1140;0;1947;2012;9412 24th Ave SW;Seattle;WA 98106;USA
5/05/2014 0:00;249950;MC;3.0;2.0;1550;15040;1.0;0;0;4;1550;0;1958;1972;18027 SE 128th St;Renton;WA 98059;USA
22/05/2014 0:00;249950;MC;2.0;1.0;940;8532;1.0;0;0;4;940;0;1959;0;628 SW 136th St;Burien;WA 98166;USA
6/05/2014 0:00;250000;MC;3.0;1.0;1050;6874;1.0;0;0;3;1050;0;1954;2005;18305 Dayton Ave N;Shoreline;WA 98133;USA
7/05/2014 0:00;250000;MC;1.0;1.0;1100;4373;1.0;0;0;2;820;280;1947;0;232 SW 154th St;Burien;WA 98166;USA
15/05/2014 0:00;250000;MC;3.0;1.0;1230;10350;1.0;0;0;4;1230;0;1957;2001;19415 107th Ave SE;Renton;WA 98055;USA
16/05/2014 0:00;250000;MC;3.0;2.0;1900;6660;1.0;0;0;5;950;950;1966;0;27022 216th Ave SE;Maple Valley;WA 98038;USA
20/05/2014 0:00;250000;MC;4.0;2.0;1960;7560;1.0;0;0;5;1160;800;1978;0;12206 SE 217th St;Kent;WA 98031;USA
20/05/2014 0:00;250000;MC;4.0;1.5;2500;6300;1.0;0;0;4;1500;1000;1961;2001;24911-24917 38th Ave S;Kent;WA 98032;USA
21/05/2014 0:00;250000;MC;3.0;2.0;1170;7258;1.0;0;0;3;1170;0;1984;0;29812 55th Pl S;Auburn;WA 98001;USA
29/05/2014 0:00;250000;MC;2.0;1.0;1110;26051;1.0;0;0;3;1110;0;1951;1994;3218 S 148th St;SeaTac;WA 98168;USA
9/05/2014 0:00;251000;MC;3.0;1.75;1220;7250;1.0;0;0;3;1220;0;1962;2003;445 Meadow Dr SE;North Bend;WA 98045;USA
19/05/2014 0:00;251200;MC;4.0;1.5;1310;8250;1.0;0;0;3;1060;250;1953;0;240 S 198th St;Des Moines;WA 98148;USA
15/05/2014 0:00;252350;MC;3.0;2.0;1650;7352;1.0;0;0;3;1160;490;1979;2014;12902 SE 158th Pl;Renton;WA 98058;USA
9/05/2014 0:00;252500;MC;3.0;1.0;1030;6127;1.0;0;0;3;880;150;1947;2012;819 NE 125th St;Seattle;WA 98125;USA
16/05/2014 0:00;252700;MC;2.0;1.5;1070;9643;1.0;0;0;3;1070;0;1985;0;13105 SE 277th Pl;Kent;WA 98030;USA
7/05/2014 0:00;253000;MC;3.0;1.75;1250;10122;1.0;0;0;3;1250;0;1994;0;25502 Kanasket Dr;Black Diamond;WA 98010;USA
